(-9.633645, -0.161092)
(-9.632655, -0.161101)
(-9.631665, -0.161109)
(-9.630675, -0.161117)
(-9.629685, -0.161125)
(-9.628694, -0.161134)
(-9.627704, -0.161142)
(-9.626714, -0.161150)
(-9.625724, -0.161159)
(-9.624734, -0.161167)
(-9.623744, -0.161175)
(-9.622754, -0.161183)
(-9.621763, -0.161192)
(-9.620773, -0.161200)
(-9.619783, -0.161208)
(-9.618793, -0.161217)
(-9.617803, -0.161225)
(-9.616813, -0.161233)
(-9.615823, -0.161241)
(-9.614832, -0.161250)
(-9.613842, -0.161258)
(-9.612852, -0.161266)
(-9.611862, -0.161275)
(-9.610872, -0.161283)
(-9.609882, -0.161291)
(-9.608892, -0.161300)
(-9.607901, -0.161308)
(-9.606911, -0.161316)
(-9.605921, -0.161325)
(-9.604931, -0.161333)
(-9.603941, -0.161341)
(-9.602951, -0.161350)
(-9.601960, -0.161358)
(-9.600970, -0.161366)
(-9.599980, -0.161374)
(-9.598990, -0.161383)
(-9.598000, -0.161391)
(-9.597010, -0.161399)
(-9.596020, -0.161408)
(-9.595029, -0.161416)
(-9.594039, -0.161424)
(-9.593049, -0.161433)
(-9.592059, -0.161441)
(-9.591069, -0.161449)
(-9.590079, -0.161458)
(-9.589089, -0.161466)
(-9.588098, -0.161474)
(-9.587108, -0.161483)
(-9.586118, -0.161491)
(-9.585128, -0.161499)
(-9.584138, -0.161508)
(-9.583148, -0.161516)
(-9.582158, -0.161524)
(-9.581167, -0.161533)
(-9.580177, -0.161541)
(-9.579187, -0.161550)
(-9.578197, -0.161558)
(-9.577207, -0.161566)
(-9.576217, -0.161575)
(-9.575226, -0.161583)
(-9.574236, -0.161591)
(-9.573246, -0.161600)
(-9.572256, -0.161608)
(-9.571266, -0.161616)
(-9.570276, -0.161625)
(-9.569286, -0.161633)
(-9.568295, -0.161641)
(-9.567305, -0.161650)
(-9.566315, -0.161658)
(-9.565325, -0.161667)
(-9.564335, -0.161675)
(-9.563345, -0.161683)
(-9.562355, -0.161692)
(-9.561364, -0.161700)
(-9.560374, -0.161708)
(-9.559384, -0.161717)
(-9.558394, -0.161725)
(-9.557404, -0.161734)
(-9.556414, -0.161742)
(-9.555424, -0.161750)
(-9.554433, -0.161759)
(-9.553443, -0.161767)
(-9.552453, -0.161775)
(-9.551463, -0.161784)
(-9.550473, -0.161792)
(-9.549483, -0.161801)
(-9.548492, -0.161809)
(-9.547502, -0.161817)
(-9.546512, -0.161826)
(-9.545522, -0.161834)
(-9.544532, -0.161843)
(-9.543542, -0.161851)
(-9.542552, -0.161859)
(-9.541561, -0.161868)
(-9.540571, -0.161876)
(-9.539581, -0.161885)
(-9.538591, -0.161893)
(-9.537601, -0.161901)
(-9.536611, -0.161910)
(-9.535621, -0.161918)
(-9.534630, -0.161927)
(-9.533640, -0.161935)
(-9.532650, -0.161943)
(-9.531660, -0.161952)
(-9.530670, -0.161960)
(-9.529680, -0.161969)
(-9.528690, -0.161977)
(-9.527699, -0.161985)
(-9.526709, -0.161994)
(-9.525719, -0.162002)
(-9.524729, -0.162011)
(-9.523739, -0.162019)
(-9.522749, -0.162028)
(-9.521759, -0.162036)
(-9.520768, -0.162044)
(-9.519778, -0.162053)
(-9.518788, -0.162061)
(-9.517798, -0.162070)
(-9.516808, -0.162078)
(-9.515818, -0.162087)
(-9.514827, -0.162095)
(-9.513837, -0.162103)
(-9.512847, -0.162112)
(-9.511857, -0.162120)
(-9.510867, -0.162129)
(-9.509877, -0.162137)
(-9.508887, -0.162146)
(-9.507896, -0.162154)
(-9.506906, -0.162162)
(-9.505916, -0.162171)
(-9.504926, -0.162179)
(-9.503936, -0.162188)
(-9.502946, -0.162196)
(-9.501956, -0.162205)
(-9.500965, -0.162213)
(-9.499975, -0.162222)
(-9.498985, -0.162230)
(-9.497995, -0.162239)
(-9.497005, -0.162247)
(-9.496015, -0.162255)
(-9.495025, -0.162264)
(-9.494034, -0.162272)
(-9.493044, -0.162281)
(-9.492054, -0.162289)
(-9.491064, -0.162298)
(-9.490074, -0.162306)
(-9.489084, -0.162315)
(-9.488093, -0.162323)
(-9.487103, -0.162332)
(-9.486113, -0.162340)
(-9.485123, -0.162349)
(-9.484133, -0.162357)
(-9.483143, -0.162366)
(-9.482153, -0.162374)
(-9.481162, -0.162382)
(-9.480172, -0.162391)
(-9.479182, -0.162399)
(-9.478192, -0.162408)
(-9.477202, -0.162416)
(-9.476212, -0.162425)
(-9.475222, -0.162433)
(-9.474231, -0.162442)
(-9.473241, -0.162450)
(-9.472251, -0.162459)
(-9.471261, -0.162467)
(-9.470271, -0.162476)
(-9.469281, -0.162484)
(-9.468291, -0.162493)
(-9.467300, -0.162501)
(-9.466310, -0.162510)
(-9.465320, -0.162518)
(-9.464330, -0.162527)
(-9.463340, -0.162535)
(-9.462350, -0.162544)
(-9.461359, -0.162552)
(-9.460369, -0.162561)
(-9.459379, -0.162569)
(-9.458389, -0.162578)
(-9.457399, -0.162586)
(-9.456409, -0.162595)
(-9.455419, -0.162603)
(-9.454428, -0.162612)
(-9.453438, -0.162620)
(-9.452448, -0.162629)
(-9.451458, -0.162637)
(-9.450468, -0.162646)
(-9.449478, -0.162655)
(-9.448488, -0.162663)
(-9.447497, -0.162672)
(-9.446507, -0.162680)
(-9.445517, -0.162689)
(-9.444527, -0.162697)
(-9.443537, -0.162706)
(-9.442547, -0.162714)
(-9.441557, -0.162723)
(-9.440566, -0.162731)
(-9.439576, -0.162740)
(-9.438586, -0.162748)
(-9.437596, -0.162757)
(-9.436606, -0.162765)
(-9.435616, -0.162774)
(-9.434625, -0.162782)
(-9.433635, -0.162791)
(-9.432645, -0.162800)
(-9.431655, -0.162808)
(-9.430665, -0.162817)
(-9.429675, -0.162825)
(-9.428685, -0.162834)
(-9.427694, -0.162842)
(-9.426704, -0.162851)
(-9.425714, -0.162859)
(-9.424724, -0.162868)
(-9.423734, -0.162877)
(-9.422744, -0.162885)
(-9.421754, -0.162894)
(-9.420763, -0.162902)
(-9.419773, -0.162911)
(-9.418783, -0.162919)
(-9.417793, -0.162928)
(-9.416803, -0.162936)
(-9.415813, -0.162945)
(-9.414823, -0.162954)
(-9.413832, -0.162962)
(-9.412842, -0.162971)
(-9.411852, -0.162979)
(-9.410862, -0.162988)
(-9.409872, -0.162996)
(-9.408882, -0.163005)
(-9.407891, -0.163014)
(-9.406901, -0.163022)
(-9.405911, -0.163031)
(-9.404921, -0.163039)
(-9.403931, -0.163048)
(-9.402941, -0.163057)
(-9.401951, -0.163065)
(-9.400960, -0.163074)
(-9.399970, -0.163082)
(-9.398980, -0.163091)
(-9.397990, -0.163099)
(-9.397000, -0.163108)
(-9.396010, -0.163117)
(-9.395020, -0.163125)
(-9.394029, -0.163134)
(-9.393039, -0.163142)
(-9.392049, -0.163151)
(-9.391059, -0.163160)
(-9.390069, -0.163168)
(-9.389079, -0.163177)
(-9.388089, -0.163185)
(-9.387098, -0.163194)
(-9.386108, -0.163203)
(-9.385118, -0.163211)
(-9.384128, -0.163220)
(-9.383138, -0.163228)
(-9.382148, -0.163237)
(-9.381157, -0.163246)
(-9.380167, -0.163254)
(-9.379177, -0.163263)
(-9.378187, -0.163272)
(-9.377197, -0.163280)
(-9.376207, -0.163289)
(-9.375217, -0.163297)
(-9.374226, -0.163306)
(-9.373236, -0.163315)
(-9.372246, -0.163323)
(-9.371256, -0.163332)
(-9.370266, -0.163341)
(-9.369276, -0.163349)
(-9.368286, -0.163358)
(-9.367295, -0.163366)
(-9.366305, -0.163375)
(-9.365315, -0.163384)
(-9.364325, -0.163392)
(-9.363335, -0.163401)
(-9.362345, -0.163410)
(-9.361355, -0.163418)
(-9.360364, -0.163427)
(-9.359374, -0.163436)
(-9.358384, -0.163444)
(-9.357394, -0.163453)
(-9.356404, -0.163462)
(-9.355414, -0.163470)
(-9.354423, -0.163479)
(-9.353433, -0.163487)
(-9.352443, -0.163496)
(-9.351453, -0.163505)
(-9.350463, -0.163513)
(-9.349473, -0.163522)
(-9.348483, -0.163531)
(-9.347492, -0.163539)
(-9.346502, -0.163548)
(-9.345512, -0.163557)
(-9.344522, -0.163565)
(-9.343532, -0.163574)
(-9.342542, -0.163583)
(-9.341552, -0.163591)
(-9.340561, -0.163600)
(-9.339571, -0.163609)
(-9.338581, -0.163617)
(-9.337591, -0.163626)
(-9.336601, -0.163635)
(-9.335611, -0.163643)
(-9.334621, -0.163652)
(-9.333630, -0.163661)
(-9.332640, -0.163669)
(-9.331650, -0.163678)
(-9.330660, -0.163687)
(-9.329670, -0.163696)
(-9.328680, -0.163704)
(-9.327689, -0.163713)
(-9.326699, -0.163722)
(-9.325709, -0.163730)
(-9.324719, -0.163739)
(-9.323729, -0.163748)
(-9.322739, -0.163756)
(-9.321749, -0.163765)
(-9.320758, -0.163774)
(-9.319768, -0.163782)
(-9.318778, -0.163791)
(-9.317788, -0.163800)
(-9.316798, -0.163809)
(-9.315808, -0.163817)
(-9.314818, -0.163826)
(-9.313827, -0.163835)
(-9.312837, -0.163843)
(-9.311847, -0.163852)
(-9.310857, -0.163861)
(-9.309867, -0.163870)
(-9.308877, -0.163878)
(-9.307887, -0.163887)
(-9.306896, -0.163896)
(-9.305906, -0.163904)
(-9.304916, -0.163913)
(-9.303926, -0.163922)
(-9.302936, -0.163931)
(-9.301946, -0.163939)
(-9.300955, -0.163948)
(-9.299965, -0.163957)
(-9.298975, -0.163965)
(-9.297985, -0.163974)
(-9.296995, -0.163983)
(-9.296005, -0.163992)
(-9.295015, -0.164000)
(-9.294024, -0.164009)
(-9.293034, -0.164018)
(-9.292044, -0.164027)
(-9.291054, -0.164035)
(-9.290064, -0.164044)
(-9.289074, -0.164053)
(-9.288084, -0.164062)
(-9.287093, -0.164070)
(-9.286103, -0.164079)
(-9.285113, -0.164088)
(-9.284123, -0.164097)
(-9.283133, -0.164105)
(-9.282143, -0.164114)
(-9.281153, -0.164123)
(-9.280162, -0.164132)
(-9.279172, -0.164140)
(-9.278182, -0.164149)
(-9.277192, -0.164158)
(-9.276202, -0.164167)
(-9.275212, -0.164175)
(-9.274221, -0.164184)
(-9.273231, -0.164193)
(-9.272241, -0.164202)
(-9.271251, -0.164210)
(-9.270261, -0.164219)
(-9.269271, -0.164228)
(-9.268281, -0.164237)
(-9.267290, -0.164246)
(-9.266300, -0.164254)
(-9.265310, -0.164263)
(-9.264320, -0.164272)
(-9.263330, -0.164281)
(-9.262340, -0.164289)
(-9.261350, -0.164298)
(-9.260359, -0.164307)
(-9.259369, -0.164316)
(-9.258379, -0.164325)
(-9.257389, -0.164333)
(-9.256399, -0.164342)
(-9.255409, -0.164351)
(-9.254419, -0.164360)
(-9.253428, -0.164369)
(-9.252438, -0.164377)
(-9.251448, -0.164386)
(-9.250458, -0.164395)
(-9.249468, -0.164404)
(-9.248478, -0.164413)
(-9.247487, -0.164421)
(-9.246497, -0.164430)
(-9.245507, -0.164439)
(-9.244517, -0.164448)
(-9.243527, -0.164457)
(-9.242537, -0.164465)
(-9.241547, -0.164474)
(-9.240556, -0.164483)
(-9.239566, -0.164492)
(-9.238576, -0.164501)
(-9.237586, -0.164509)
(-9.236596, -0.164518)
(-9.235606, -0.164527)
(-9.234616, -0.164536)
(-9.233625, -0.164545)
(-9.232635, -0.164554)
(-9.231645, -0.164562)
(-9.230655, -0.164571)
(-9.229665, -0.164580)
(-9.228675, -0.164589)
(-9.227685, -0.164598)
(-9.226694, -0.164606)
(-9.225704, -0.164615)
(-9.224714, -0.164624)
(-9.223724, -0.164633)
(-9.222734, -0.164642)
(-9.221744, -0.164651)
(-9.220754, -0.164660)
(-9.219763, -0.164668)
(-9.218773, -0.164677)
(-9.217783, -0.164686)
(-9.216793, -0.164695)
(-9.215803, -0.164704)
(-9.214813, -0.164713)
(-9.213822, -0.164721)
(-9.212832, -0.164730)
(-9.211842, -0.164739)
(-9.210852, -0.164748)
(-9.209862, -0.164757)
(-9.208872, -0.164766)
(-9.207882, -0.164775)
(-9.206891, -0.164783)
(-9.205901, -0.164792)
(-9.204911, -0.164801)
(-9.203921, -0.164810)
(-9.202931, -0.164819)
(-9.201941, -0.164828)
(-9.200951, -0.164837)
(-9.199960, -0.164845)
(-9.198970, -0.164854)
(-9.197980, -0.164863)
(-9.196990, -0.164872)
(-9.196000, -0.164881)
(-9.195010, -0.164890)
(-9.194020, -0.164899)
(-9.193029, -0.164908)
(-9.192039, -0.164916)
(-9.191049, -0.164925)
(-9.190059, -0.164934)
(-9.189069, -0.164943)
(-9.188079, -0.164952)
(-9.187088, -0.164961)
(-9.186098, -0.164970)
(-9.185108, -0.164979)
(-9.184118, -0.164988)
(-9.183128, -0.164996)
(-9.182138, -0.165005)
(-9.181148, -0.165014)
(-9.180157, -0.165023)
(-9.179167, -0.165032)
(-9.178177, -0.165041)
(-9.177187, -0.165050)
(-9.176197, -0.165059)
(-9.175207, -0.165068)
(-9.174217, -0.165077)
(-9.173226, -0.165086)
(-9.172236, -0.165094)
(-9.171246, -0.165103)
(-9.170256, -0.165112)
(-9.169266, -0.165121)
(-9.168276, -0.165130)
(-9.167286, -0.165139)
(-9.166295, -0.165148)
(-9.165305, -0.165157)
(-9.164315, -0.165166)
(-9.163325, -0.165175)
(-9.162335, -0.165184)
(-9.161345, -0.165193)
(-9.160354, -0.165201)
(-9.159364, -0.165210)
(-9.158374, -0.165219)
(-9.157384, -0.165228)
(-9.156394, -0.165237)
(-9.155404, -0.165246)
(-9.154414, -0.165255)
(-9.153423, -0.165264)
(-9.152433, -0.165273)
(-9.151443, -0.165282)
(-9.150453, -0.165291)
(-9.149463, -0.165300)
(-9.148473, -0.165309)
(-9.147483, -0.165318)
(-9.146492, -0.165327)
(-9.145502, -0.165336)
(-9.144512, -0.165344)
(-9.143522, -0.165353)
(-9.142532, -0.165362)
(-9.141542, -0.165371)
(-9.140552, -0.165380)
(-9.139561, -0.165389)
(-9.138571, -0.165398)
(-9.137581, -0.165407)
(-9.136591, -0.165416)
(-9.135601, -0.165425)
(-9.134611, -0.165434)
(-9.133620, -0.165443)
(-9.132630, -0.165452)
(-9.131640, -0.165461)
(-9.130650, -0.165470)
(-9.129660, -0.165479)
(-9.128670, -0.165488)
(-9.127680, -0.165497)
(-9.126689, -0.165506)
(-9.125699, -0.165515)
(-9.124709, -0.165524)
(-9.123719, -0.165533)
(-9.122729, -0.165542)
(-9.121739, -0.165551)
(-9.120749, -0.165560)
(-9.119758, -0.165569)
(-9.118768, -0.165578)
(-9.117778, -0.165587)
(-9.116788, -0.165596)
(-9.115798, -0.165605)
(-9.114808, -0.165614)
(-9.113818, -0.165623)
(-9.112827, -0.165632)
(-9.111837, -0.165641)
(-9.110847, -0.165650)
(-9.109857, -0.165659)
(-9.108867, -0.165668)
(-9.107877, -0.165677)
(-9.106886, -0.165686)
(-9.105896, -0.165695)
(-9.104906, -0.165704)
(-9.103916, -0.165713)
(-9.102926, -0.165722)
(-9.101936, -0.165731)
(-9.100946, -0.165740)
(-9.099955, -0.165749)
(-9.098965, -0.165758)
(-9.097975, -0.165767)
(-9.096985, -0.165776)
(-9.095995, -0.165785)
(-9.095005, -0.165794)
(-9.094015, -0.165803)
(-9.093024, -0.165812)
(-9.092034, -0.165821)
(-9.091044, -0.165830)
(-9.090054, -0.165839)
(-9.089064, -0.165848)
(-9.088074, -0.165857)
(-9.087084, -0.165866)
(-9.086093, -0.165875)
(-9.085103, -0.165884)
(-9.084113, -0.165893)
(-9.083123, -0.165902)
(-9.082133, -0.165911)
(-9.081143, -0.165920)
(-9.080152, -0.165929)
(-9.079162, -0.165938)
(-9.078172, -0.165948)
(-9.077182, -0.165957)
(-9.076192, -0.165966)
(-9.075202, -0.165975)
(-9.074212, -0.165984)
(-9.073221, -0.165993)
(-9.072231, -0.166002)
(-9.071241, -0.166011)
(-9.070251, -0.166020)
(-9.069261, -0.166029)
(-9.068271, -0.166038)
(-9.067281, -0.166047)
(-9.066290, -0.166056)
(-9.065300, -0.166065)
(-9.064310, -0.166074)
(-9.063320, -0.166083)
(-9.062330, -0.166093)
(-9.061340, -0.166102)
(-9.060350, -0.166111)
(-9.059359, -0.166120)
(-9.058369, -0.166129)
(-9.057379, -0.166138)
(-9.056389, -0.166147)
(-9.055399, -0.166156)
(-9.054409, -0.166165)
(-9.053418, -0.166174)
(-9.052428, -0.166183)
(-9.051438, -0.166192)
(-9.050448, -0.166202)
(-9.049458, -0.166211)
(-9.048468, -0.166220)
(-9.047478, -0.166229)
(-9.046487, -0.166238)
(-9.045497, -0.166247)
(-9.044507, -0.166256)
(-9.043517, -0.166265)
(-9.042527, -0.166274)
(-9.041537, -0.166283)
(-9.040547, -0.166292)
(-9.039556, -0.166302)
(-9.038566, -0.166311)
(-9.037576, -0.166320)
(-9.036586, -0.166329)
(-9.035596, -0.166338)
(-9.034606, -0.166347)
(-9.033616, -0.166356)
(-9.032625, -0.166365)
(-9.031635, -0.166375)
(-9.030645, -0.166384)
(-9.029655, -0.166393)
(-9.028665, -0.166402)
(-9.027675, -0.166411)
(-9.026684, -0.166420)
(-9.025694, -0.166429)
(-9.024704, -0.166438)
(-9.023714, -0.166448)
(-9.022724, -0.166457)
(-9.021734, -0.166466)
(-9.020744, -0.166475)
(-9.019753, -0.166484)
(-9.018763, -0.166493)
(-9.017773, -0.166502)
(-9.016783, -0.166511)
(-9.015793, -0.166521)
(-9.014803, -0.166530)
(-9.013813, -0.166539)
(-9.012822, -0.166548)
(-9.011832, -0.166557)
