(-9.898990, 0.000000)
(-9.696970, 0.000000)
(-9.494949, 0.000000)
(-9.292929, 0.000000)
(-9.090909, 0.000000)
(-8.888889, 0.000000)
(-8.686869, 0.000000)
(-8.484848, 0.000000)
(-8.282828, 0.000000)
(-8.080808, 0.000000)
(-7.878788, 0.000000)
(-7.676768, 0.000000)
(-7.474747, 0.000000)
(-7.272727, 0.000000)
(-7.070707, 0.000000)
(-6.868687, 0.000000)
(-6.666667, 0.000000)
(-6.464646, 0.000000)
(-6.262626, 0.000000)
(-6.060606, 0.000000)
(-5.858586, 0.000000)
(-5.656566, 0.000000)
(-5.454545, 0.000000)
(-5.252525, 0.000000)
(-5.050505, 0.000000)
(-4.848485, 0.000000)
(-4.646465, 0.000000)
(-4.444444, 0.000000)
(-4.242424, 0.000000)
(-4.040404, 0.000001)
(-3.838384, 0.000003)
(-3.636364, 0.000014)
(-3.434343, 0.000056)
(-3.232323, 0.000199)
(-3.030303, 0.000656)
(-2.828283, 0.001984)
(-2.626263, 0.005504)
(-2.424242, 0.013998)
(-2.222222, 0.032600)
(-2.020202, 0.069428)
(-1.818182, 0.134981)
(-1.616162, 0.239004)
(-1.414141, 0.384134)
(-1.212121, 0.557692)
(-1.010101, 0.725874)
(-0.808081, 0.836352)
(-0.606061, 0.833065)
(-0.404040, 0.680155)
(-0.202020, 0.384052)
(0.000000, 0.000000)
(0.202020, -0.384052)
(0.404040, -0.680155)
(0.606061, -0.833065)
(0.808081, -0.836352)
(1.010101, -0.725874)
(1.212121, -0.557692)
(1.414141, -0.384134)
(1.616162, -0.239004)
(1.818182, -0.134981)
(2.020202, -0.069428)
(2.222222, -0.032600)
(2.424242, -0.013998)
(2.626263, -0.005504)
(2.828283, -0.001984)
(3.030303, -0.000656)
(3.232323, -0.000199)
(3.434343, -0.000056)
(3.636364, -0.000014)
(3.838384, -0.000003)
(4.040404, -0.000001)
(4.242424, -0.000000)
(4.444444, -0.000000)
(4.646465, -0.000000)
(4.848485, -0.000000)
(5.050505, -0.000000)
(5.252525, -0.000000)
(5.454545, -0.000000)
(5.656566, -0.000000)
(5.858586, -0.000000)
(6.060606, -0.000000)
(6.262626, -0.000000)
(6.464646, -0.000000)
(6.666667, -0.000000)
(6.868687, -0.000000)
(7.070707, -0.000000)
(7.272727, -0.000000)
(7.474747, -0.000000)
(7.676768, -0.000000)
(7.878788, -0.000000)
(8.080808, -0.000000)
(8.282828, -0.000000)
(8.484848, -0.000000)
(8.686869, -0.000000)
(8.888889, -0.000000)
(9.090909, -0.000000)
(9.292929, -0.000000)
(9.494949, -0.000000)
(9.696970, -0.000000)
(9.898990, -0.000000)
